"","Operation_Start_Date","Operation_End_Date","Total_Eligible_Expenditure_amount","months_between","years_between"
"562",2020-02-06,2021-05-05,6000,14,2
"563",2016-12-02,2017-06-02,6000,6,1
"564",2018-07-09,2019-06-09,54130.63,11,1
"565",2018-05-24,2019-06-24,71250,13,2
"566",2018-07-02,2019-05-31,25000,10,1
"567",2019-01-03,2022-02-28,293563.75,37,4
"568",2015-06-12,2016-06-30,67749.63,12,1
"569",2016-06-20,2016-08-31,30222.7,2,1
"570",2019-10-01,2020-04-30,11160,6,1
"571",2021-04-12,2021-05-31,197500,1,1
"572",2017-11-28,2018-02-28,8000,3,1
"573",2020-10-15,2021-09-30,55000,11,1
"574",2017-10-01,2020-04-30,1826270.31,30,3
"575",2019-12-01,2022-11-30,639329.95,35,3
"576",2018-02-21,2018-08-31,2500.01,6,1
"577",2020-04-15,2021-10-14,62500.01,17,2
"578",2016-02-02,2018-12-31,707883.21,34,3
"579",2020-08-03,2022-08-02,17000,23,2
"580",2018-02-07,2019-01-31,85092.53,11,1
"581",2018-03-19,2019-12-31,20691.57,21,2
"582",2019-10-30,2020-11-01,10000,12,1
"583",2016-07-01,2019-06-30,282728.02,35,3
"584",2016-01-04,2016-07-31,27305.6,6,1
"585",2017-05-15,2021-12-31,479020.5,55,5
"586",2018-01-10,2020-12-31,214134,35,3
"587",2016-03-14,2016-04-30,2725.21,1,1
"588",2017-08-24,2018-01-31,490000,5,1
"589",2020-03-26,2021-03-25,20000,11,1
"590",2019-11-25,2021-07-15,14898.78,19,2
"591",2016-07-01,2022-06-30,551834.11,71,6
"592",2018-05-09,2021-12-31,105000,43,4
"593",2016-04-04,2016-08-31,6250.01,4,1
"594",2021-01-15,2022-03-14,47240,13,2
"595",2019-10-30,2021-11-30,1e+05,25,3
"596",2017-07-03,2018-07-03,221682.08,12,1
"597",2018-01-08,2020-09-30,133000,32,3
"598",2016-06-01,2017-05-31,266389.6,11,1
"599",2019-01-01,2022-04-30,464823.49,39,4
"600",2019-04-01,2019-09-30,9200.03,5,1
"601",2018-02-28,2018-06-30,6250.01,4,1
"602",2016-10-15,2019-10-14,7000,35,3
"603",2017-01-10,2017-06-23,6248.46,5,1
"604",2019-08-02,2019-04-06,5000,-3,1
"605",2020-01-16,2021-12-31,499520.95,23,2
"606",2014-10-20,2015-06-30,6250.01,8,1
"607",2018-04-24,2018-07-31,5000.01,3,1
"608",2017-03-03,2018-01-31,6250.01,10,1
"609",2020-08-19,2021-11-18,1875,14,2
"610",2016-08-22,2018-12-31,847380.33,28,3
"611",2019-11-26,2020-08-30,37021.03,9,1
"612",2016-06-20,2017-02-10,13000,7,1
"613",2015-03-09,2015-12-31,214586.12,9,1
"614",2020-01-01,2023-12-15,360001.5,47,4
"615",2017-03-15,2020-07-14,428515,39,4
"616",2015-07-09,2016-07-31,5000.01,12,1
"617",2019-08-27,2021-08-31,230902.03,24,2
"618",2017-03-22,2017-07-31,5000.01,4,1
"619",2016-03-11,2019-08-31,2074085.77,41,4
"620",2019-01-11,2019-11-15,7500,10,1
"621",2020-10-01,2021-06-30,247700,8,1
"622",2017-12-01,2018-09-30,45428.73,9,1
"623",2019-01-01,2021-12-31,209250,35,3
"624",2019-06-27,2021-02-28,32964.76,20,2
"625",2017-04-01,2020-03-31,7000,35,3
"626",2018-04-10,2018-12-05,26000,7,1
"627",2019-02-18,2020-04-14,59675.56,13,2
"629",2018-02-19,2019-01-31,5000.01,11,1
"630",2020-04-15,2022-02-28,263500,22,2
"631",2019-01-01,2021-12-31,1537842.63,35,3
"632",2014-04-25,2015-03-31,3750.01,11,1
"633",2016-09-11,2018-04-24,18746.26,19,2
"634",2021-03-01,2022-02-28,20000,11,1
"635",2019-11-12,2020-03-31,7925.08,4,1
"636",2017-05-30,2018-01-31,6250.01,8,1
"637",2018-10-01,2021-09-30,723351.92,35,3
"638",2019-10-01,2020-09-30,1e+05,11,1
"639",2020-01-21,2021-01-23,10000,12,1
"640",2020-01-15,2020-10-31,9998.32,9,1
"641",2016-09-14,2017-12-31,81086.53,15,2
"642",2018-11-10,2018-11-11,1040,0,1
"643",2018-08-01,2021-12-30,29500,40,4
"644",2019-11-18,2021-07-17,3750,19,2
"645",2016-10-14,2019-09-30,232772,35,3
"646",2019-10-01,2022-12-30,708770.8,38,4
"648",2017-03-01,2020-02-28,368411.53,35,3
"649",2019-01-09,2022-03-31,219410,38,4
"650",2021-08-01,2022-11-30,999029,15,2
"651",2018-07-06,2019-08-30,77516.65,13,2
"652",2015-12-28,2018-01-31,6062.5,25,3
"653",2018-06-08,2018-08-31,56755.57,2,1
"654",2015-11-01,2016-12-31,175256.73,13,2
"655",2017-12-01,2020-09-30,15000,33,3
"656",2021-05-18,2021-10-18,21000,5,1
"657",2015-09-29,2016-06-30,42371.26,9,1
"658",2015-11-11,2016-05-31,5000.01,6,1
"659",2021-01-15,2022-01-15,24266.51,12,1
"660",2019-03-11,2020-09-30,6000,18,2
"661",2016-01-21,2017-01-31,5000.01,12,1
"662",2020-06-01,2021-11-30,22250.01,17,2
"663",2017-12-20,2018-08-31,3750.01,8,1
"664",2015-01-28,2015-05-29,6250.01,4,1
"665",2017-07-12,2018-10-31,6250.01,15,2
"666",2020-12-16,2021-12-15,66666.66,11,1
"667",2017-02-01,2018-09-30,88845.35,19,2
"668",2021-02-17,2021-08-29,56536.41,6,1
"669",2017-09-26,2018-01-31,6250.01,4,1
"670",2020-03-15,2021-10-31,110000,19,2
"671",2016-09-02,2017-04-30,50000.01,7,1
"672",2016-11-03,2022-03-31,17000,64,6
"673",2016-11-04,2016-12-05,40000,1,1
"674",2020-10-01,2022-07-31,101136.25,21,2
"675",2017-07-01,2018-06-30,341251.23,11,1
"676",2020-02-15,2020-11-20,4000,9,1
"677",2016-03-10,2016-11-30,4828.8,8,1
"678",2016-01-01,2016-05-13,12503,4,1
"679",2020-01-01,2022-12-31,8000,35,3
"680",2015-10-29,2016-02-26,40710.09,3,1
"681",2014-05-16,2015-03-31,6250.01,10,1
"682",2019-08-01,2022-12-31,993427,40,4
"683",2018-01-03,2020-12-31,544249,35,3
"684",2017-12-21,2021-05-28,1518744.56,41,4
"685",2019-04-01,2019-12-31,135660.2,8,1
"686",2017-04-01,2019-12-31,1986919.2,32,3
"687",2017-08-17,2019-01-31,5000.01,17,2
"688",2018-02-12,2019-01-31,12355.1,11,1
"689",2016-01-01,2018-12-15,223195,35,3
"690",2021-03-03,2021-12-27,6250,9,1
"691",2017-05-22,2023-12-31,1761600,79,7
"692",2019-06-25,2019-11-28,12505.59,5,1
"693",2019-11-19,2021-11-30,485228.04,24,2
"694",2018-11-01,2022-07-31,332765.14,44,4
"695",2016-04-04,2017-07-13,133333.34,15,2
"696",2019-04-01,2019-09-30,180419.95,5,1
"697",2017-07-01,2021-12-31,822087.17,53,5
"698",2020-07-01,2022-07-30,465073,24,2
"699",2015-02-12,2017-01-31,5000.01,23,2
"700",2017-12-19,2019-05-30,38187.51,17,2
"701",2019-10-14,2022-10-13,1530606.43,35,3
"702",2019-12-01,2021-04-28,48620,16,2
"703",2019-07-04,2020-01-26,86681.89,6,1
"704",2017-04-11,2017-12-31,3e+06,8,1
"705",2016-02-11,2016-09-06,6000,6,1
"706",2016-07-01,2018-06-30,1174950,23,2
"707",2017-11-14,2022-06-30,7e+05,55,5
"708",2019-02-25,2020-04-30,60646.98,14,2
"709",2018-09-20,2019-11-19,217000,13,2
"710",2018-07-01,2019-08-30,417826,13,2
"711",2020-01-01,2022-12-31,330000,35,3
"712",2020-03-01,2020-06-30,10000,3,1
"713",2020-07-06,2022-10-31,1300000,27,3
"714",2016-09-30,2016-10-02,1520,0,1
"715",2021-01-28,2021-05-01,29900,3,1
"716",2016-01-07,2022-06-30,944892.06,77,7
"717",2017-05-02,2018-01-31,5000.01,8,1
"718",2017-11-09,2018-03-31,24594,4,1
"719",2017-08-23,2021-12-31,2771300,52,5
"720",2015-01-11,2018-10-11,194841.85,45,4
"721",2015-09-25,2018-11-30,4e+05,38,4
"722",2017-11-20,2018-07-31,6250.01,8,1
"723",2016-08-22,2021-03-31,1e+07,55,5
"724",2015-01-08,2018-02-28,364354.25,37,4
"725",2019-09-05,2021-05-04,118430,19,2
"726",2015-10-13,2019-03-31,4046075.47,41,4
"727",2016-06-01,2017-12-31,250361.78,18,2
"728",2018-03-21,2018-10-31,3750.01,7,1
"729",2019-12-02,2020-10-31,12725.08,10,1
"730",2017-07-31,2020-12-07,2935134.6,40,4
"731",2015-08-28,2018-09-30,5150115.09,37,4
"732",2020-03-16,2022-06-30,73923.54,27,3
"733",2018-03-23,2019-09-30,34200,18,2
"734",2017-04-07,2017-05-01,6000,0,1
"735",2019-12-16,2021-04-30,23110.03,16,2
"736",2020-01-28,2020-10-22,8000,8,1
"737",2019-05-31,2020-10-31,64480,17,2
"738",2018-03-01,2020-02-29,16684,23,2
"739",2015-04-27,2016-04-26,8550.01,11,1
"740",2021-02-23,2021-12-30,1e+05,10,1
"741",2017-03-01,2017-12-01,126071.94,9,1
"742",2017-12-17,2018-05-17,5586.22,5,1
"743",2019-07-15,2021-08-31,395556,25,3
"744",2018-08-15,2020-02-29,360503.05,18,2
"745",2017-04-01,2022-06-30,1484000,62,6
"746",2020-09-10,2021-09-12,10000,12,1
"747",2017-02-01,2019-01-31,48000,23,2
"748",2020-08-06,2022-03-31,6000,19,2
"749",2016-06-01,2017-10-31,83925.51,16,2
"750",2015-09-01,2017-06-30,38784.39,21,2
"751",2017-08-22,2018-01-31,75000,5,1
"752",2015-11-01,2016-07-29,12320,8,1
"753",2016-02-19,2017-09-30,344875.83,19,2
"754",2019-01-24,2022-05-17,5000,39,4
"756",2014-02-08,2015-03-31,5000.01,13,2
"757",2018-07-20,2019-01-31,5000,6,1
"758",2020-06-16,2023-05-30,1361373.69,35,3
"759",2018-02-19,2019-02-28,3750.01,12,1
"760",2018-02-09,2018-04-05,5000,1,1
"761",2020-05-23,2021-11-29,62500.01,18,2
"762",2018-01-10,2021-09-30,263602.51,44,4
"763",2019-10-23,2022-10-22,916760,35,3
"764",2019-07-01,2022-06-30,381872.5,35,3
"765",2018-10-30,2021-10-31,608716,36,3
"766",2016-02-15,2018-05-18,2308.76,27,3
"767",2019-03-26,2020-04-19,5000,12,1
"768",2015-08-01,2016-06-01,114910.48,10,1
"769",2020-12-06,2020-09-27,24187.5,-2,1
"770",2016-11-30,2017-12-11,17710.12,12,1
"771",2019-07-01,2021-12-31,230000,29,3
"772",2019-03-01,2020-08-18,48887.69,17,2
"773",2017-09-01,2021-08-31,575058.55,47,4
"774",2017-08-15,2021-01-31,2557471.25,41,4
"776",2015-12-01,2018-11-30,7000,35,3
"777",2015-08-28,2019-06-30,1796618.23,46,4
"778",2019-04-18,2019-08-07,10232.41,3,1
"779",2018-09-24,2020-05-31,35519.41,20,2
"780",2017-02-01,2018-08-31,394096.44,18,2
"781",2020-01-01,2022-06-30,7e+05,29,3
"782",2015-12-22,2016-12-21,30127.51,11,1
"783",2018-01-01,2020-07-01,287994.56,30,3
"784",2016-01-12,2018-03-31,202034,26,3
"785",2019-03-11,2021-09-30,185350,30,3
"786",2016-12-14,2019-11-30,847568,35,3
"787",2018-02-14,2018-09-07,8000,6,1
"788",2016-01-10,2019-03-04,354289.18,37,4
"789",2016-08-18,2017-03-31,5000.01,7,1
"790",2020-10-01,2021-06-01,26930.5,8,1
"791",2019-07-15,2021-12-31,520076,29,3
"792",2016-10-25,2016-10-29,5172.75,0,1
"794",2019-09-01,2022-12-31,2023336.93,39,4
"795",2019-06-25,2020-09-30,60116.09,15,2
"796",2018-06-11,2018-11-07,3100,4,1
"797",2017-01-01,2019-04-30,292130.53,27,3
"798",2018-06-21,2019-06-30,4250.01,12,1
"799",2015-09-01,2017-07-04,730000,22,2
"801",2017-11-15,2019-12-31,131000,25,3
"802",2018-06-01,2021-10-31,167377.6,40,4
"803",2020-08-01,2020-12-31,68000,4,1
"804",2017-04-01,2020-03-31,498000,35,3
"805",2020-08-12,2021-08-31,251842,12,1
"806",2015-06-30,2015-12-31,99960,6,1
"807",2017-06-01,2017-11-30,1200000,5,1
"808",2015-02-02,2015-07-31,6250.01,5,1
"809",2019-12-17,2020-11-30,15878.13,11,1
"810",2019-03-25,2021-08-28,40000,29,3
"811",2019-11-15,2021-09-30,16000,22,2
"812",2018-02-20,2019-01-31,5000.01,11,1
"813",2019-01-01,2022-12-31,3194079.04,47,4
"814",2017-05-01,2023-04-30,10994937,71,6
"815",2019-12-01,2021-03-31,138360.39,15,2
"816",2019-04-01,2022-03-31,8000,35,3
"817",2018-11-01,2019-03-27,7500,4,1
"818",2019-10-01,2022-09-30,286800.53,35,3
"819",2018-11-01,2019-10-09,34762.03,11,1
"820",2017-05-01,2020-04-30,877795,35,3
"821",2016-12-12,2019-09-30,105035,33,3
"822",2016-05-31,2017-05-31,5000.01,12,1
"823",2017-03-03,2017-07-31,6250.01,4,1
"824",2016-03-01,2019-02-28,215077.66,35,3
"825",2014-12-23,2016-12-31,6635000,24,2
"826",2017-03-01,2018-03-30,280000,12,1
"827",2016-03-01,2019-02-28,191589.5,35,3
"828",2019-11-01,2022-10-31,267907.5,35,3
"829",2016-12-19,2017-05-31,5000.01,5,1
"830",2017-02-09,2017-09-30,49918.55,7,1
"831",2016-02-16,2016-10-30,5000.01,8,1
"832",2014-08-19,2015-04-30,5000.01,8,1
"833",2020-03-23,2021-04-28,95941.29,13,2
"834",2019-05-01,2022-04-30,482900,35,3
"835",2018-12-11,2019-05-31,15692.07,5,1
"836",2020-03-13,2022-06-30,190919.97,27,3
"837",2018-12-17,2019-11-30,90107.52,11,1
"838",2019-10-10,2020-12-19,48750.01,14,2
"839",2014-12-15,2015-06-30,5000.01,6,1
"840",2018-09-07,2019-12-31,2e+05,15,2
"841",2017-10-01,2019-02-28,659256.18,16,2
"842",2017-01-03,2021-07-31,5571063.89,54,5
"843",2019-05-11,2019-07-01,7500,1,1
"844",2019-09-09,2022-06-30,556923,33,3
"845",2017-07-21,2018-06-07,6250.01,10,1
"846",2017-08-24,2019-08-23,213098.16,23,2
"847",2017-07-01,2020-10-31,663434.38,39,4
"848",2017-10-01,2020-09-30,1058782.8,35,3
"849",2019-08-27,2019-12-22,3100,3,1
"850",2016-01-22,2017-01-31,6250.01,12,1
"851",2021-02-15,2022-04-01,80100,13,2
"852",2018-10-01,2023-03-31,2068978.35,53,5
"853",2014-09-02,2016-05-31,1482500,20,2
"854",2016-10-15,2017-10-15,405000,12,1
"855",2020-03-23,2021-05-22,20000,13,2
"856",2018-08-28,2019-01-31,5000,5,1
"857",2017-05-29,2018-08-28,3900,14,2
"858",2016-01-01,2021-09-30,1510115,68,6
"859",2019-11-04,2020-02-14,30000,3,1
"860",2016-05-13,2016-11-15,10401.58,6,1
"861",2014-09-19,2015-03-31,5000.01,6,1
"862",2017-11-07,2018-09-30,137230.8,10,1
"863",2020-06-04,2022-02-28,348000,20,2
"864",2018-03-13,2019-12-08,3227.74,20,2
"865",2020-06-08,2022-02-07,1e+05,19,2
"866",2016-09-01,2020-06-30,527846,45,4
"867",2015-12-03,2016-06-30,12218,6,1
"868",2016-12-23,2017-05-09,8802.8,4,1
"869",2019-11-01,2021-12-31,137696,25,3
"870",2016-04-27,2017-01-31,6250.01,9,1
"871",2020-10-07,2021-09-30,78000,11,1
"872",2018-10-08,2019-06-30,152245.83,8,1
"873",2018-11-13,2018-11-16,3238.5,0,1
"874",2016-01-03,2019-05-31,444153.88,40,4
"875",2019-12-13,2022-06-30,5892387,30,3
"876",2016-12-16,2021-12-31,210000,60,5
"877",2015-08-25,2016-03-31,5000.01,7,1
"878",2020-07-15,2021-08-31,71670.35,13,2
"879",2017-01-01,2021-12-15,22525,59,5
"880",2015-10-27,2020-03-31,2295510,53,5
"881",2015-07-15,2017-11-30,102847.3,28,3
"882",2018-01-03,2018-08-31,25000,7,1
"883",2019-09-01,2022-09-30,389966.4,36,3
"884",2019-02-11,2020-09-30,130031.74,19,2
"885",2019-07-01,2022-04-30,415028.13,33,3
"886",2017-09-01,2018-07-31,770000,10,1
"887",2019-08-12,2020-03-29,52799.27,7,1
"888",2017-10-27,2018-09-30,70000,11,1
"889",2019-03-15,2020-11-04,24827.02,19,2
"890",2020-08-07,2021-03-01,74941,6,1
"891",2014-06-27,2015-05-31,5000.01,11,1
"892",2016-01-01,2016-06-01,12600,5,1
"893",2019-03-06,2020-12-31,37442.14,21,2
"894",2014-06-27,2016-05-31,5000.01,23,2
"895",2018-06-06,2019-12-31,61829.77,18,2
"896",2016-05-04,2016-10-31,11858.03,5,1
"897",2018-04-13,2020-11-23,83560.92,31,3
"898",2018-08-01,2021-03-31,355488.96,31,3
"899",2018-01-08,2020-12-31,125291.25,35,3
"900",2017-08-01,2020-07-31,726011.08,35,3
"901",2019-08-19,2019-12-11,5746.1,3,1
"902",2018-06-11,2018-09-15,9524.7,3,1
"903",2019-07-01,2022-12-31,314205,41,4
"904",2017-12-13,2018-07-31,8957.51,7,1
"905",2017-05-18,2018-06-15,192279.39,12,1
"906",2015-09-12,2016-12-10,22442,14,2
"907",2019-03-01,2022-03-19,140000,36,3
"908",2020-09-29,2021-07-16,139040,9,1
"909",2017-09-12,2017-09-15,11028.7,0,1
"910",2017-03-04,2018-02-12,38831.26,11,1
"911",2019-06-20,2020-07-31,28387.51,13,2
"912",2017-07-01,2020-09-30,294846.88,38,4
"913",2019-04-25,2019-12-15,34584.99,7,1
"914",2020-01-12,2022-01-31,10011.62,24,2
"915",2018-09-01,2021-08-31,171293.75,35,3
"916",2015-06-10,2016-02-29,5000.01,8,1
"917",2020-06-16,2022-01-30,30468.76,19,2
"918",2020-05-28,2022-07-31,418075.29,26,3
"919",2016-01-25,2017-01-31,5000.01,12,1
"920",2020-01-09,2021-06-30,22950,17,2
"921",2020-04-05,2020-03-11,10562.5,0,1
"922",2016-07-15,2017-09-30,241290.67,14,2
"923",2017-06-12,2018-06-30,6250.01,12,1
"924",2017-03-07,2017-07-15,9800,4,1
"925",2017-11-04,2017-07-31,5000.01,-3,1
"926",2020-07-17,2021-06-30,85000,11,1
"927",2015-12-11,2016-04-29,6250.01,4,1
"928",2018-05-01,2018-08-31,5000.01,3,1
"929",2016-01-18,2020-10-30,712621.25,57,5
"930",2020-02-01,2023-01-31,319195,35,3
"931",2016-06-10,2018-09-09,472496,26,3
"932",2021-06-01,2022-03-31,100640.04,9,1
"933",2020-08-12,2021-11-30,22551.91,15,2
"934",2017-05-05,2018-11-28,12287.58,18,2
"935",2020-03-30,2021-03-29,20000,11,1
"936",2020-07-01,2021-05-31,95000,10,1
"937",2017-03-01,2017-09-30,11250,6,1
"938",2019-01-06,2021-05-31,72356.25,28,3
"939",2018-05-07,2018-12-31,229000,7,1
"940",2021-01-04,2021-08-31,24000,7,1
"941",2016-03-24,2017-01-12,6000,9,1
"942",2019-05-01,2020-12-31,704420,19,2
"943",2016-04-25,2016-09-30,53373.71,5,1
"944",2017-01-21,2017-01-29,10017,0,1
"945",2020-03-05,2021-12-30,7827.45,21,2
"946",2018-03-20,2018-10-17,42765.63,6,1
"947",2018-03-05,2019-09-30,191499.95,18,2
"948",2017-08-12,2018-10-17,83041.26,14,2
"949",2016-01-01,2020-12-31,3300000,59,5
"950",2016-03-14,2017-04-14,59018.76,13,2
"951",2018-08-01,2018-05-31,6250.01,-2,1
"952",2018-05-23,2018-10-15,16685.5,4,1
"953",2020-08-25,2021-08-31,67000,12,1
"954",2017-02-08,2017-02-12,4270,0,1
"955",2017-01-24,2017-07-31,6250.01,6,1
"956",2019-01-28,2019-01-31,5862.46,0,1
"957",2016-06-10,2018-09-09,303647.08,26,3
"958",2018-01-09,2021-05-31,171865.5,40,4
"959",2019-08-12,2020-02-29,349705.04,6,1
"960",2017-07-05,2018-02-04,13000,6,1
"961",2017-07-12,2018-03-28,23029.93,8,1
"962",2019-07-01,2021-06-30,467203.42,23,2
"963",2019-10-01,2023-03-31,17955646.4,41,4
"964",2016-06-14,2017-01-31,3750.01,7,1
"965",2019-05-15,2019-09-25,3890.51,4,1
"966",2015-02-07,2017-04-30,334440,26,3
"967",2021-04-05,2022-04-01,252184,11,1
"968",2017-09-05,2018-06-30,5000.01,9,1
"969",2017-03-01,2021-12-31,1849105.75,57,5
"970",2019-07-11,2020-12-31,188175,17,2
"971",2019-02-13,2020-05-31,18750.01,15,2
"972",2018-05-12,2019-05-31,5000,12,1
"973",2019-11-20,2020-12-31,274998.29,13,2
"974",2015-12-22,2019-06-30,1003589.39,42,4
"975",2020-04-24,2021-05-31,50428.23,13,2
"976",2018-01-20,2018-01-28,1640,0,1
"977",2018-09-20,2019-01-31,5000,4,1
"978",2019-01-04,2022-05-25,5000,40,4
"979",2017-11-14,2019-04-30,796455.1,17,2
"980",2020-02-12,2020-12-11,4000,9,1
"981",2017-03-02,2018-02-28,6250.01,11,1
"982",2017-01-01,2019-12-31,270737.35,35,3
"983",2019-07-01,2020-06-30,96000,11,1
"984",2020-07-06,2021-12-15,199382.9,17,2
"985",2018-11-01,2023-12-31,318513,61,6
"986",2015-12-06,2016-01-31,5000.01,1,1
"987",2015-01-04,2016-07-27,69701.3,18,2
"988",2018-04-17,2018-11-30,36295,7,1
"989",2018-11-29,2021-12-31,8337402.27,37,4
"990",2018-08-21,2019-07-31,25881.25,11,1
"991",2017-08-01,2021-01-31,370860,41,4
"992",2017-12-06,2018-01-31,6250.01,1,1
"993",2019-12-01,2022-11-30,528580,35,3
"994",2020-04-29,2022-03-31,2907670.5,23,2
"995",2018-01-01,2020-12-31,267396.16,35,3
"996",2017-01-03,2019-06-30,8e+05,29,3
"997",2018-01-01,2020-12-20,247823.94,35,3
"998",2020-06-30,2023-06-30,89000,36,3
"999",2017-07-13,2018-02-28,3750.01,7,1
"1000",2018-06-04,2018-12-31,17056.67,6,1
"1001",2019-04-01,2022-03-31,882709.25,35,3
"1002",2016-10-17,2019-03-14,214935,28,3
"1003",2016-09-05,2018-12-31,371409.47,27,3
"1004",2019-07-15,2021-06-30,35000,23,2
"1005",2019-03-01,2022-02-28,994598.5,35,3
"1006",2019-09-26,2020-12-23,20084,14,2
"1007",2017-01-01,2020-09-30,1610090.46,44,4
"1008",2019-08-01,2022-06-30,178098,34,3
"1009",2014-10-14,2016-01-31,5000.01,15,2
"1010",2017-07-26,2018-11-30,450000,16,2
"1011",2019-01-28,2019-06-26,3750,4,1
"1012",2017-10-05,2018-06-30,60875.32,8,1
"1013",2017-11-01,2020-07-31,288506.18,32,3
"1014",2020-05-18,2020-10-31,23560,5,1
"1015",2019-05-17,2022-02-28,140170.15,33,3
"1016",2020-07-27,2021-12-31,675500,17,2
"1017",2015-10-21,2018-10-31,17850,36,3
"1018",2015-04-01,2016-12-31,60725.73,20,2
"1019",2019-01-08,2020-03-31,24687.5,14,2
"1020",2018-09-01,2019-10-01,2377383.57,13,2
"1021",2017-12-11,2021-12-31,303140.39,48,4
"1022",2019-07-05,2020-12-31,1e+05,17,2
"1023",2019-10-23,2021-03-31,61869.38,17,2
"1024",2019-11-01,2022-10-31,252889.54,35,3
"1025",2019-01-05,2021-10-31,279310,33,3
"1026",2015-06-15,2015-12-14,25000,5,1
"1027",2020-12-18,2021-12-20,10000,12,1
"1028",2017-01-26,2017-07-31,5000.01,6,1
"1029",2020-09-03,2020-08-29,3967.51,0,1
"1030",2019-05-29,2019-12-31,195000,7,1
"1031",2015-12-15,2016-04-30,11787.5,4,1
"1032",2016-10-12,2017-08-11,271240,9,1
"1033",2018-08-17,2021-02-28,133333.34,30,3
"1034",2015-03-01,2017-03-07,149315.07,24,2
"1035",2016-04-14,2018-03-31,283175.78,23,2
"1036",2018-11-01,2021-10-31,136702.5,35,3
"1037",2018-02-22,2019-01-31,6250.01,11,1
"1038",2020-10-22,2021-10-21,20000,11,1
"1039",2016-04-18,2018-05-31,208676.25,25,3
"1040",2020-03-01,2023-02-28,1719469,35,3
"1041",2018-02-21,2019-03-31,5000.01,13,2
"1042",2015-02-04,2016-03-31,50000.02,13,2
"1043",2015-01-12,2018-11-14,176368.69,46,4
"1044",2020-03-01,2021-08-30,94000,17,2
"1045",2019-09-03,2022-12-31,16892000,39,4
"1046",2019-10-02,2020-05-02,20000,7,1
"1047",2017-03-01,2020-02-29,263493.75,35,3
"1048",2019-08-09,2022-05-31,308689,33,3
"1049",2017-11-01,2018-12-31,1e+06,13,2
"1050",2019-08-01,2021-06-30,1200000,22,2
"1051",2017-11-29,2018-06-30,6250.01,7,1
"1052",2017-01-01,2019-01-28,133333.34,24,2
"1053",2019-03-21,2019-11-15,12047.87,7,1
"1054",2015-09-01,2016-06-30,1759.5,9,1
"1055",2017-03-01,2020-02-29,351709.77,35,3
"1056",2015-08-21,2017-03-31,151433.45,19,2
"1057",2019-08-30,2020-11-29,3750,14,2
"1058",2019-08-21,2022-06-30,251792.75,34,3
"1059",2019-01-11,2020-03-31,22312.5,14,2
"1060",2015-05-01,2018-04-30,1366395.27,35,3
"1061",2017-01-01,2017-12-31,105196,11,1
"1062",2020-12-01,2022-04-30,266609.23,16,2
"1063",2014-06-10,2015-09-30,39373.76,15,2
"1064",2017-01-01,2017-10-31,83759.29,9,1
"1065",2016-09-09,2017-02-13,9025.07,5,1
"1066",2019-12-04,2019-12-05,3600,0,1
"1067",2019-07-01,2021-07-31,308328.32,24,2
"1068",2020-12-04,2021-12-06,10000,12,1
"1069",2016-04-01,2019-03-31,536790.07,35,3
"1070",2020-06-02,2020-08-07,5000,2,1
"1071",2016-07-15,2016-12-22,192449.84,5,1
"1072",2015-11-19,2015-11-20,618.8,0,1
"1073",2017-12-01,2021-11-30,1079540,47,4
"1074",2019-04-03,2020-03-30,8556.88,11,1
"1075",2016-03-14,2017-12-06,17048.76,20,2
"1076",2017-10-02,2018-07-20,12312.92,9,1
"1077",2017-02-01,2021-09-30,2708136,55,5
"1078",2016-04-25,2016-04-29,7839,0,1
"1079",2019-01-10,2021-09-30,14500,32,3
"1080",2019-06-17,2020-06-30,39534.18,12,1
"1081",2017-02-24,2017-07-31,5000.01,5,1
"1082",2018-06-26,2021-06-25,885688,35,3
"1083",2015-07-08,2016-01-29,5000.01,6,1
"1084",2017-06-19,2018-01-31,5000.01,7,1
"1085",2018-10-24,2019-09-30,25000,11,1
"1086",2017-01-01,2019-03-31,219818.31,26,3
"1087",2019-10-24,2022-10-23,1337032,35,3
"1088",2016-08-24,2017-05-20,3250.01,8,1
"1089",2017-07-10,2018-03-31,38602.88,8,1
"1090",2018-02-26,2020-12-31,1345000,34,3
"1091",2018-12-09,2020-11-15,1250002.01,23,2
"1092",2018-11-19,2020-06-30,193614.88,19,2
"1093",2020-09-23,2022-02-06,5000,16,2
"1094",2017-01-14,2017-01-16,2070,0,1
"1095",2016-10-03,2017-01-07,12202.6,3,1
"1096",2019-07-19,2020-01-29,20659.38,6,1
"1097",2015-11-19,2016-04-29,5000.01,5,1
"1098",2015-12-14,2016-09-04,51544.23,8,1
"1099",2016-06-17,2018-03-31,55125,21,2
"1100",2016-11-05,2016-11-06,1100,0,1
"1101",2016-01-01,2016-04-03,6000,3,1
"1102",2016-07-01,2019-06-30,7000,35,3
"1103",2020-10-26,2022-12-15,139054,25,3
"1104",2017-08-01,2019-10-31,219885.6,26,3
"1105",2021-06-21,2022-06-21,15000,12,1
"1106",2014-09-01,2016-10-31,119877.74,25,3
"1107",2019-01-07,2021-09-29,16168.76,32,3
"1108",2019-07-22,2020-02-29,11718.76,7,1
"1109",2018-08-20,2019-01-31,5000,5,1
"1110",2016-08-11,2017-04-30,5000.01,8,1
"1111",2019-04-04,2021-04-30,56113.76,24,2
"1112",2016-12-16,2017-05-31,8600,5,1
"1113",2019-07-03,2019-11-06,7266.93,4,1
